beat,position,pitch,duration,program
0,0,57,6,6
0,6,60,6,6
1,0,59,6,6
1,6,57,6,6
2,0,55,6,6
2,6,53,6,6
3,0,52,6,6
3,6,50,6,6
4,0,48,6,6
4,6,50,6,6
5,0,52,6,6
5,6,40,6,6
6,0,45,6,6
6,6,60,6,6
7,0,59,6,6
7,6,57,6,6
8,0,55,6,6
8,6,53,6,6
9,0,52,6,6
9,6,50,6,6
10,0,48,6,6
10,6,50,6,6
11,0,52,6,6
11,6,40,6,6
12,0,45,6,6
12,6,60,6,6
13,0,59,6,6
13,6,57,6,6
14,0,55,6,6
14,6,53,6,6
15,0,52,6,6
15,6,64,6,6
16,0,62,6,6
16,6,60,6,6
17,0,59,6,6
17,6,57,6,6
18,0,55,6,6
18,6,53,6,6
19,0,52,6,6
19,6,53,6,6
20,0,55,6,6
20,6,43,6,6
21,0,48,6,6
21,6,52,6,6
22,0,50,6,6
22,6,48,6,6
23,0,47,6,6
23,6,45,6,6
24,0,43,6,6
24,6,55,6,6
25,0,53,6,6
25,6,52,6,6
26,0,64,6,6
26,6,62,6,6
27,0,60,6,6
27,6,59,6,6
28,0,57,6,6
28,6,56,6,6
29,0,54,6,6
29,6,52,6,6
30,0,57,6,6
30,6,54,6,6
31,0,55,6,6
31,6,60,6,6
32,0,59,6,6
32,6,57,6,6
33,0,59,6,6
33,6,47,6,6
34,0,45,6,6
34,6,43,6,6
35,0,55,6,6
35,6,54,6,6
36,0,52,6,6
36,6,64,6,6
37,0,62,6,6
37,6,60,6,6
38,0,57,6,6
38,6,60,6,6
39,0,51,6,6
39,6,47,6,6
40,0,52,6,6
40,6,57,6,6
41,0,59,6,6
41,6,47,6,6
42,0,52,6,6
42,6,60,6,6
43,0,59,6,6
43,6,57,6,6
44,0,55,6,6
44,6,53,6,6
45,0,52,6,6
45,6,50,6,6
46,0,48,6,6
46,6,50,6,6
47,0,52,6,6
47,6,40,6,6
48,0,45,6,6
48,6,43,6,6
49,0,41,6,6
49,6,40,6,6
50,0,49,6,6
50,6,45,6,6
51,0,50,6,6
51,6,52,6,6
52,0,53,6,6
52,6,44,12,6
53,6,56,6,6
54,0,57,6,6
54,6,52,6,6
55,0,53,6,6
55,6,50,6,6
56,0,52,6,6
56,6,40,6,6
57,6,53,6,6
58,0,50,6,6
58,6,44,12,6
59,6,56,6,6
60,0,57,6,6
60,6,45,6,6
61,0,55,6,6
61,6,53,18,6
63,0,52,18,6
