beat,position,pitch,duration,program
0,2,64,1,6
0,3,69,1,6
0,4,72,2,6
0,6,71,2,6
0,8,64,1,6
0,9,71,1,6
0,10,74,2,6
1,0,72,3,6
1,3,76,3,6
1,6,68,3,6
1,9,76,3,6
2,0,69,2,6
2,2,64,1,6
2,3,69,1,6
2,4,72,2,6
2,6,71,2,6
2,8,64,1,6
2,9,71,1,6
2,10,74,2,6
3,0,72,3,6
3,3,69,3,6
4,2,76,1,6
4,3,72,1,6
4,4,76,2,6
4,6,69,2,6
4,8,72,1,6
4,9,64,1,6
4,10,67,2,6
5,0,65,3,6
5,3,69,3,6
5,6,74,3,6
5,9,77,5,6
6,2,74,1,6
6,3,71,1,6
6,4,74,2,6
6,6,67,2,6
6,8,71,1,6
6,9,62,1,6
6,10,65,2,6
7,0,64,3,6
7,3,67,3,6
7,6,72,3,6
7,9,76,5,6
8,2,72,1,6
8,3,69,1,6
8,4,72,2,6
8,6,65,3,6
8,9,74,5,6
9,2,71,1,6
9,3,67,1,6
9,4,71,2,6
9,6,64,3,6
9,9,72,5,6
10,2,69,1,6
10,3,65,1,6
10,4,69,2,6
10,6,62,3,6
10,9,71,3,6
11,0,72,3,6
12,2,67,1,6
12,3,72,1,6
12,4,76,2,6
12,6,74,2,6
12,8,67,1,6
12,9,74,1,6
12,10,77,2,6
13,0,76,3,6
13,3,79,3,6
13,6,71,3,6
13,9,79,3,6
14,0,72,2,6
14,2,67,1,6
14,3,72,1,6
14,4,76,2,6
14,6,74,2,6
14,8,67,1,6
14,9,74,1,6
14,10,77,2,6
15,0,76,3,6
15,3,72,3,6
15,6,79,3,6
15,9,76,3,6
16,0,84,2,6
16,2,81,1,6
16,3,76,1,6
16,4,81,2,6
16,6,72,2,6
16,8,76,1,6
16,9,69,1,6
16,10,72,2,6
17,0,74,3,6
17,3,78,3,6
17,6,81,3,6
17,9,84,3,6
18,0,83,2,6
18,2,79,1,6
18,3,74,1,6
18,4,79,2,6
18,6,71,2,6
18,8,74,1,6
18,9,67,1,6
18,10,71,2,6
19,0,72,3,6
19,3,76,3,6
19,6,79,3,6
19,9,83,3,6
20,0,81,2,6
20,2,78,1,6
20,3,75,1,6
20,4,78,2,6
20,6,71,2,6
20,8,75,1,6
20,9,66,1,6
20,10,69,2,6
21,0,67,3,6
21,3,79,5,6
21,8,76,1,6
21,9,72,1,6
21,10,76,2,6
22,0,69,3,6
22,3,78,5,6
22,8,74,1,6
22,9,71,1,6
22,10,74,2,6
23,0,67,3,6
23,3,76,5,6
23,8,72,1,6
23,9,69,1,6
23,10,72,2,6
24,0,66,2,6
24,2,79,1,6
24,3,78,1,6
24,4,76,2,6
24,6,75,2,6
24,8,78,1,6
24,9,71,1,6
24,10,75,2,6
25,0,76,3,6
26,2,79,1,6
26,3,82,1,6
26,4,79,2,6
26,6,76,2,6
26,8,79,1,6
26,9,73,1,6
26,10,76,2,6
27,0,79,2,6
