beat,position,pitch,duration,program
0,0,67,3,74
0,3,69,3,74
0,6,70,6,74
1,6,70,3,74
1,9,69,3,74
2,0,67,3,74
2,3,69,3,74
2,6,69,4,74
2,10,67,1,74
2,11,69,1,74
3,0,70,2,74
3,2,67,2,74
3,4,69,2,74
3,6,70,6,74
5,0,70,3,74
5,3,69,3,74
5,6,70,3,74
5,9,72,3,74
6,0,69,6,74
6,6,74,6,74
7,6,79,6,74
8,0,79,6,74
8,6,79,6,74
9,0,79,6,74
9,6,78,6,74
10,0,79,3,74
10,3,81,3,74
10,6,82,6,74
11,0,75,6,74
11,6,75,6,74
12,0,75,6,74
12,6,74,6,74
13,0,75,3,74
13,3,77,3,74
13,6,79,6,74
14,0,72,6,74
14,6,72,6,74
15,0,72,6,74
15,6,70,3,74
15,9,69,3,74
16,0,70,3,74
16,3,67,3,74
16,6,69,6,74
17,0,71,6,74
17,6,67,6,74
18,0,72,6,74
18,6,84,3,74
18,9,82,3,74
19,0,81,3,74
19,3,79,3,74
19,6,78,9,74
21,0,79,3,74
21,3,81,3,74
21,6,81,9,74
22,3,79,3,74
22,6,78,18,74
24,0,74,3,74
24,3,75,3,74
24,6,77,6,74
25,6,74,3,74
25,9,72,3,74
26,0,70,3,74
26,3,72,3,74
26,6,72,4,74
26,10,70,1,74
26,11,72,1,74
27,0,74,2,74
27,2,70,2,74
27,4,72,2,74
27,6,74,6,74
29,0,74,3,74
29,3,72,3,74
29,6,74,3,74
29,9,75,3,74
30,0,72,6,74
30,6,77,6,74
31,6,70,6,74
32,0,70,6,74
32,6,70,6,74
33,0,70,6,74
33,6,69,6,74
34,0,70,3,74
34,3,72,3,74
34,6,74,6,74
35,0,72,6,74
36,0,72,6,74
36,6,70,3,74
36,9,69,3,74
37,0,70,3,74
37,3,72,3,74
37,6,69,6,74
38,0,74,6,74
39,0,74,6,74
39,6,72,3,74
39,9,70,3,74
40,0,72,3,74
40,3,74,3,74
40,6,70,6,74
41,0,75,6,74
42,0,74,6,74
42,6,81,3,74
42,9,82,3,74
43,0,84,6,74
43,6,78,9,74
44,3,79,3,74
44,6,81,3,74
44,9,78,3,74
45,0,79,3,74
45,3,81,3,74
45,6,78,9,74
46,3,79,3,74
46,6,79,18,74
