beat,position,pitch,duration,program
0,0,77,12,74
1,0,82,12,74
2,0,81,12,74
3,6,79,6,74
4,0,77,6,74
4,6,74,6,74
5,0,75,9,74
5,9,77,3,74
6,0,74,12,74
7,0,72,12,74
8,0,70,6,74
8,6,74,6,74
9,0,72,6,74
9,6,75,6,74
10,0,74,9,74
10,9,75,1,74
10,10,77,2,74
11,0,72,6,74
11,6,65,6,74
12,0,70,6,74
12,6,74,6,74
13,0,72,6,74
13,6,75,6,74
14,0,74,12,74
15,0,72,12,74
16,0,70,6,74
16,6,72,6,74
17,0,74,6,74
17,6,70,6,74
18,0,77,6,74
18,6,65,6,74
19,0,77,6,74
19,6,75,6,74
20,0,74,6,74
20,6,70,6,74
21,0,72,6,74
21,6,69,6,74
22,0,70,6,74
22,6,65,6,74
23,0,69,6,74
23,6,65,6,74
24,0,75,6,74
24,6,74,3,74
24,9,72,3,74
25,0,74,12,74
26,0,79,6,74
26,6,70,6,74
27,0,77,6,74
27,6,70,6,74
28,0,75,6,74
28,6,74,3,74
28,9,72,3,74
29,0,74,12,74
30,0,79,6,74
30,6,70,6,74
31,0,77,6,74
31,6,70,6,74
32,0,75,12,74
33,0,75,12,74
34,0,75,18,74
35,6,74,3,74
35,9,72,3,74
36,0,74,6,74
36,6,70,6,74
37,0,65,6,74
37,6,77,6,74
38,0,70,6,74
38,6,77,3,74
38,9,75,3,74
39,0,74,6,74
39,6,72,6,74
40,0,70,3,74
40,3,69,3,74
40,6,70,3,74
40,9,72,3,74
41,0,70,3,74
41,3,74,3,74
41,6,72,3,74
41,9,70,3,74
42,0,69,3,74
42,3,65,3,74
42,6,67,3,74
42,9,69,3,74
43,0,70,3,74
43,3,72,3,74
43,6,70,3,74
43,9,69,3,74
44,0,70,3,74
44,3,75,3,74
44,6,74,3,74
44,9,75,3,74
45,0,69,3,74
45,3,74,3,74
45,6,72,3,74
45,9,74,3,74
46,0,67,3,74
46,3,79,3,74
46,6,78,3,74
46,9,79,3,74
47,0,74,3,74
47,3,79,3,74
47,6,78,3,74
47,9,79,3,74
48,0,72,3,74
48,3,69,3,74
48,6,70,3,74
48,9,72,3,74
49,0,74,3,74
49,3,74,3,74
49,6,72,3,74
49,9,74,3,74
50,0,70,3,74
50,3,72,3,74
50,6,70,3,74
50,9,69,3,74
51,0,70,3,74
51,3,69,3,74
51,6,67,3,74
51,9,69,3,74
52,0,71,3,74
52,3,72,3,74
52,6,71,3,74
52,9,69,3,74
53,0,71,3,74
53,3,67,3,74
53,6,69,3,74
53,9,71,3,74
54,0,72,3,74
54,3,71,3,74
54,6,72,3,74
54,9,74,3,74
55,0,76,3,74
55,3,72,3,74
55,6,74,3,74
55,9,76,3,74
56,0,77,6,74
56,6,72,6,74
57,0,69,6,74
57,6,72,6,74
58,0,77,18,74
59,6,79,3,74
59,9,76,3,74
60,0,77,6,74
60,6,72,6,74
61,0,69,6,74
61,6,72,6,74
62,0,77,18,74
63,6,79,6,74
64,0,81,6,74
64,6,82,6,74
65,0,84,12,74
66,0,79,6,74
66,6,81,6,74
67,0,82,12,74
68,0,81,6,74
68,6,82,6,74
69,0,84,6,74
69,6,82,6,74
70,0,81,12,74
71,0,79,12,74
72,0,84,12,74
73,0,77,12,74
74,0,82,18,74
75,6,79,6,74
76,0,81,9,74
76,9,82,3,74
77,0,79,12,74
78,0,77,6,74
78,6,65,3,74
78,9,67,3,74
79,0,69,3,74
79,3,65,3,74
79,6,67,3,74
79,9,69,3,74
80,0,70,6,74
80,6,72,6,74
81,0,74,6,74
81,6,70,6,74
82,0,77,6,74
82,6,65,6,74
83,0,77,6,74
83,6,75,6,74
84,0,74,6,74
