beat,position,pitch,duration,program
0,0,58,4,41
0,4,63,2,41
0,6,62,6,41
1,0,60,6,41
1,6,53,4,41
1,10,57,2,41
2,0,57,0,41
2,0,58,6,41
3,0,70,4,41
3,4,69,1,41
3,5,67,1,41
3,6,65,6,41
4,0,63,6,41
4,6,63,6,41
5,0,62,6,41
6,0,62,3,41
6,3,53,3,41
6,6,62,3,41
6,9,53,3,41
7,0,60,3,41
7,3,53,3,41
7,6,58,3,41
7,9,53,3,41
8,0,58,3,41
8,3,53,3,41
8,6,62,3,41
8,9,58,3,41
9,0,65,4,41
9,4,64,2,41
9,6,65,6,41
10,6,65,4,41
10,10,64,2,41
11,0,65,6,41
12,0,57,3,41
12,3,62,3,41
12,6,60,3,41
12,9,57,3,41
13,0,58,3,41
13,3,55,3,41
13,6,57,3,41
13,9,62,3,41
14,0,60,3,41
14,3,57,3,41
14,6,58,3,41
14,9,55,3,41
15,0,53,3,41
15,3,58,3,41
15,6,57,3,41
15,9,53,3,41
16,0,55,3,41
16,3,52,3,41
16,6,53,3,41
16,9,58,3,41
17,0,57,3,41
17,3,53,3,41
17,6,55,3,41
17,9,52,3,41
18,0,60,27,41
20,3,57,3,41
20,6,58,6,41
21,0,57,3,41
21,3,55,3,41
21,6,53,3,41
21,9,57,3,41
22,0,60,3,41
22,3,63,3,41
22,6,62,9,41
22,6,63,0,41
23,3,60,3,41
23,6,62,6,41
24,0,60,6,41
24,6,65,6,41
25,6,65,6,41
26,0,70,6,41
26,6,58,6,41
27,0,63,9,41
27,9,62,3,41
28,0,63,3,41
28,3,60,3,41
28,6,62,9,41
29,3,60,3,41
29,6,62,3,41
29,9,58,3,41
30,0,60,6,41
30,6,53,6,41
31,0,57,6,41
31,6,58,6,41
32,0,70,6,41
33,0,63,6,41
33,6,62,6,41
34,0,60,6,41
34,6,58,6,41
35,0,57,6,41
36,0,55,6,41
36,6,53,6,41
37,0,51,6,41
37,6,50,12,41
