beat,position,pitch,duration,program
0,6,81,6,7
1,0,81,6,7
1,6,86,18,7
3,0,86,3,7
3,3,85,3,7
3,6,86,3,7
3,9,88,3,7
4,0,81,3,7
4,3,79,3,7
4,6,77,3,7
4,9,76,3,7
5,0,77,3,7
5,3,76,3,7
5,6,74,3,7
5,9,72,3,7
6,0,70,3,7
6,3,69,3,7
6,6,67,3,7
6,9,69,3,7
7,0,70,3,7
7,3,67,3,7
7,6,69,6,7
8,6,73,6,7
9,0,74,6,7
9,6,82,9,7
10,3,82,3,7
10,6,82,3,7
10,9,79,3,7
11,0,81,9,7
11,9,81,3,7
12,0,86,3,7
12,3,82,3,7
12,6,79,9,7
13,3,81,3,7
13,6,81,18,7
15,3,87,3,7
15,6,86,3,7
15,9,84,3,7
16,0,82,3,7
16,3,81,3,7
16,6,82,6,7
17,0,87,6,7
17,6,84,6,7
18,0,81,6,7
18,6,86,6,7
19,0,82,6,7
19,6,79,6,7
20,0,84,3,7
20,3,81,3,7
20,6,82,6,7
21,3,84,3,7
21,6,82,6,7
22,0,81,4,7
22,4,79,2,7
22,6,79,18,7
24,3,86,3,7
24,6,84,3,7
24,9,82,3,7
25,0,81,3,7
25,3,79,3,7
25,6,81,3,7
25,9,84,3,7
26,0,82,3,7
26,3,81,3,7
26,6,79,3,7
26,9,77,3,7
27,0,79,3,7
27,3,82,3,7
27,6,81,3,7
27,9,79,3,7
28,0,77,3,7
28,3,76,3,7
28,6,77,9,7
29,3,79,3,7
29,6,81,6,7
30,3,82,3,7
30,6,79,9,7
31,3,77,3,7
31,6,76,3,7
31,9,69,3,7
32,0,67,3,7
32,3,70,3,7
32,6,69,3,7
32,9,74,3,7
33,0,73,6,7
33,9,74,3,7
34,0,73,3,7
34,3,77,3,7
34,6,76,3,7
34,9,81,3,7
35,0,79,3,7
35,3,82,3,7
35,6,81,3,7
35,9,86,3,7
36,0,85,6,7
36,6,85,9,7
37,3,83,1,7
37,4,85,2,7
37,6,86,3,7
37,9,81,3,7
38,0,74,3,7
38,3,72,3,7
38,6,70,3,7
38,9,67,3,7
39,0,72,3,7
39,3,79,3,7
39,6,72,3,7
39,9,70,3,7
40,0,69,3,7
40,3,65,3,7
40,6,70,3,7
40,9,69,3,7
41,0,67,3,7
41,3,73,3,7
41,6,74,3,7
41,9,65,3,7
42,0,70,3,7
42,3,67,3,7
42,6,69,3,7
42,9,65,3,7
43,0,67,3,7
43,3,69,3,7
43,6,74,6,7
44,0,82,6,7
44,6,79,6,7
45,0,76,6,7
45,6,81,6,7
46,0,77,6,7
46,6,74,6,7
47,0,79,3,7
47,3,76,3,7
47,6,77,6,7
48,0,77,3,7
48,3,79,3,7
48,6,76,9,7
49,3,74,3,7
49,6,74,18,7
