beat,position,pitch,duration,program
0,0,77,2,74
0,2,79,1,74
0,3,79,6,74
0,9,81,3,74
1,6,82,3,74
1,9,79,6,74
2,3,76,1,74
2,4,77,1,74
2,5,79,1,74
2,6,77,0,74
2,7,76,1,74
2,8,72,1,74
2,8,74,0,74
2,9,79,1,74
2,10,72,2,74
3,0,69,3,74
3,3,77,3,74
3,6,69,3,74
3,9,76,3,74
4,0,79,3,74
4,3,76,3,74
4,6,77,3,74
4,9,81,3,74
5,0,79,3,74
5,3,77,1,74
5,4,69,2,74
5,6,70,2,74
5,8,67,1,74
5,9,69,1,74
5,10,72,2,74
6,0,77,2,74
6,2,79,1,74
6,3,79,6,74
6,9,81,3,74
7,6,82,3,74
7,9,79,6,74
8,3,76,1,74
8,4,77,1,74
8,5,79,1,74
8,6,77,0,74
8,7,76,1,74
8,8,72,1,74
8,8,74,0,74
8,9,79,1,74
8,10,72,2,74
9,0,76,1,74
9,1,77,1,74
9,2,79,1,74
9,3,77,1,74
9,4,79,1,74
9,5,81,1,74
9,6,79,1,74
9,7,81,1,74
9,8,82,1,74
9,9,81,1,74
9,10,82,1,74
9,11,79,1,74
10,0,81,1,74
10,1,82,1,74
10,2,79,1,74
10,3,81,1,74
10,4,79,1,74
10,5,81,1,74
10,6,72,3,74
10,9,74,3,74
11,0,76,3,74
11,3,77,3,74
12,0,76,1,74
12,1,77,1,74
12,2,79,1,74
12,3,77,1,74
12,4,79,1,74
12,5,81,1,74
12,6,74,1,74
12,7,76,1,74
12,8,77,1,74
12,9,76,1,74
12,10,77,1,74
12,11,74,1,74
13,0,76,1,74
13,1,77,1,74
13,2,74,1,74
13,3,76,1,74
13,4,74,1,74
13,5,76,1,74
13,6,77,3,74
14,3,76,3,74
15,0,81,2,74
15,2,79,1,74
15,3,77,1,74
15,4,76,2,74
15,6,74,2,74
15,8,72,1,74
15,9,79,1,74
15,10,77,2,74
16,0,76,2,74
16,2,74,1,74
16,3,72,1,74
16,4,71,2,74
16,6,77,2,74
16,8,76,1,74
16,9,74,1,74
16,10,72,2,74
17,0,77,2,74
17,2,76,1,74
17,3,77,5,74
