beat,position,pitch,duration,program
0,0,47,3,6
0,6,50,3,6
1,0,52,3,6
1,6,50,3,6
2,0,49,3,6
2,6,46,3,6
3,0,47,3,6
3,6,43,3,6
4,0,42,3,6
4,3,54,1,6
4,4,53,2,6
4,6,54,3,6
4,9,49,3,6
5,0,50,3,6
5,3,49,3,6
5,6,54,3,6
5,9,49,3,6
6,0,49,3,6
6,3,47,3,6
6,6,56,3,6
6,9,47,3,6
7,0,47,3,6
7,3,45,1,6
7,4,44,2,6
7,6,45,3,6
7,9,47,3,6
8,0,49,3,6
8,3,47,3,6
8,6,49,3,6
8,9,37,3,6
9,0,42,4,6
9,4,44,2,6
9,6,45,2,6
9,8,47,1,6
9,9,44,1,6
9,10,45,2,6
10,0,47,2,6
10,2,49,1,6
10,3,47,1,6
10,4,44,2,6
10,6,45,2,6
10,8,47,1,6
10,9,45,1,6
10,10,42,2,6
11,0,44,2,6
11,2,45,1,6
11,3,44,1,6
11,4,42,2,6
11,6,41,2,6
11,8,44,1,6
11,9,42,1,6
11,10,41,2,6
12,0,42,3,6
12,3,54,1,6
12,4,53,2,6
12,6,54,3,6
12,9,49,3,6
13,0,50,3,6
13,3,62,1,6
13,4,61,2,6
13,6,62,2,6
13,8,64,1,6
13,9,62,1,6
13,10,58,2,6
14,0,59,3,6
14,3,57,3,6
14,6,55,3,6
14,9,54,3,6
15,0,52,3,6
15,3,40,3,6
15,6,42,3,6
15,9,43,3,6
16,0,45,3,6
16,3,55,3,6
16,6,54,3,6
16,9,52,3,6
17,0,50,3,6
17,3,38,3,6
17,6,40,3,6
17,9,42,3,6
18,0,43,3,6
18,3,55,3,6
18,6,54,3,6
18,9,59,3,6
19,0,52,3,6
19,3,57,3,6
19,6,50,3,6
19,9,62,5,6
20,2,64,1,6
20,3,62,1,6
20,4,59,2,6
20,6,61,2,6
20,8,62,1,6
20,9,61,1,6
20,10,57,2,6
21,0,62,2,6
21,2,61,1,6
21,3,59,1,6
21,4,57,2,6
21,6,55,2,6
21,8,54,1,6
21,9,55,1,6
21,10,57,2,6
22,0,50,3,6
22,3,62,1,6
22,4,61,2,6
22,6,62,3,6
22,9,57,3,6
23,0,59,3,6
23,3,57,3,6
23,6,62,3,6
23,9,57,3,6
24,0,57,3,6
24,3,55,3,6
24,6,64,3,6
24,9,55,3,6
25,0,55,3,6
25,3,54,1,6
25,4,52,2,6
25,6,54,2,6
25,8,56,1,6
25,9,57,1,6
25,10,56,2,6
26,0,57,3,6
26,3,52,3,6
26,6,50,2,6
26,8,49,1,6
26,9,47,1,6
26,10,45,2,6
27,0,50,2,6
27,2,52,1,6
27,3,50,1,6
27,4,47,2,6
27,6,49,2,6
27,8,50,1,6
27,9,49,1,6
27,10,45,2,6
28,0,47,2,6
28,2,49,1,6
28,3,47,1,6
28,4,45,2,6
28,6,44,2,6
28,8,47,1,6
28,9,45,1,6
28,10,44,2,6
29,0,45,3,6
29,3,57,3,6
29,6,55,3,6
29,9,54,3,6
30,0,52,3,6
30,3,64,3,6
30,6,62,3,6
30,9,61,3,6
31,0,59,3,6
31,3,47,3,6
31,6,45,3,6
31,9,44,3,6
32,0,42,3,6
32,3,54,1,6
32,4,55,2,6
32,6,57,3,6
32,9,59,3,6
33,0,52,3,6
33,3,40,1,6
33,4,42,2,6
33,6,43,3,6
33,9,45,3,6
34,0,38,3,6
34,3,59,1,6
34,4,58,2,6
34,6,59,3,6
34,9,54,3,6
35,0,55,3,6
35,3,54,3,6
35,6,59,3,6
35,9,54,3,6
36,0,54,3,6
36,3,52,3,6
36,6,61,3,6
36,9,52,3,6
37,0,52,3,6
37,3,50,1,6
37,4,49,2,6
37,6,50,2,6
37,8,47,1,6
37,9,49,1,6
37,10,50,2,6
38,0,52,2,6
38,2,54,1,6
38,3,52,1,6
38,4,49,2,6
38,6,50,2,6
38,8,52,1,6
38,9,50,1,6
38,10,47,2,6
39,0,49,2,6
39,2,50,1,6
39,3,49,1,6
39,4,47,2,6
39,6,46,2,6
39,8,49,1,6
39,9,47,1,6
39,10,46,2,6
40,0,47,3,6
40,3,59,1,6
40,4,58,2,6
40,6,59,3,6
40,9,55,3,6
41,0,50,2,6
41,2,54,1,6
41,3,52,1,6
41,4,55,2,6
41,6,54,3,6
41,9,42,3,6
42,0,47,24,6
