beat,position,pitch,duration,program
0,0,76,30,74
2,6,81,6,74
3,0,80,12,74
4,0,76,6,74
4,6,74,6,74
5,0,72,6,74
5,6,71,6,74
6,0,72,4,74
6,4,71,2,74
6,6,69,6,74
8,0,76,6,74
8,6,77,6,74
9,0,79,30,74
11,6,84,6,74
12,0,83,12,74
13,0,84,6,74
13,6,74,6,74
14,0,76,6,74
14,6,77,6,74
15,0,76,24,74
17,0,79,6,74
17,6,78,6,74
18,0,79,18,74
19,6,80,18,74
21,0,81,18,74
22,6,83,18,74
24,0,84,12,74
25,0,83,6,74
25,6,76,12,74
26,6,78,6,74
27,0,75,9,74
27,9,73,3,74
28,0,71,6,74
29,0,76,6,74
29,6,74,6,74
30,0,72,12,74
31,0,71,6,74
32,0,81,4,74
32,4,80,2,74
32,6,81,6,74
33,0,81,9,74
33,9,83,3,74
34,0,79,9,74
34,9,78,3,74
35,0,78,9,74
35,9,76,3,74
36,0,76,18,74
41,0,83,6,74
41,6,83,3,74
41,9,84,1,74
41,10,86,2,74
42,0,84,6,74
42,6,76,6,74
43,0,77,6,74
43,6,79,12,74
44,6,81,6,74
45,0,77,9,74
45,9,76,3,74
46,0,74,6,74
47,0,83,6,74
47,6,76,6,74
48,0,84,9,74
48,9,83,3,74
49,0,81,9,74
49,9,83,3,74
50,0,80,9,74
50,9,81,3,74
51,0,74,27,74
53,3,76,3,74
53,6,71,6,74
54,0,72,12,74
55,0,76,6,74
55,6,81,6,74
56,0,74,9,74
56,9,76,3,74
57,0,76,18,74
